Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap ($)
1151,RINC,RINCBetashares MRTN Currie RL Inc Fund (Managed Fund),$7.95,+2.19%,+3.79%,-0.50%,-3.05%,Financials,52.66M
1152,TOE,TOEToro Energy Ltd,$0.011,0.00%,-8.33%,-31.25%,-31.25%,Energy,52.59M
1153,BEAR,BEARBetashares Australian Equities Bear (Hedge Fund),$8.82,-1.12%,-2.33%,+1.03%,-1.12%,Financials,52.44M
1154,STM,STMSunstone Metals Ltd,$0.017,+6.25%,+13.33%,+13.33%,-50.00%,Materials,52.39M
1155,BEZ,BEZBesra Gold Inc,$0.125,+4.17%,-21.88%,-19.36%,+217.00%,Materials,52.26M
1156,SEG,SEGSports Entertainment Group Ltd,$0.20,+11.11%,-16.67%,-13.04%,-20.00%,Communication Services,52.22M
1157,PVE,PVEPo Valley Energy Ltd,$0.045,+12.50%,-2.17%,+7.14%,-10.00%,Energy,52.15M
1158,AMN,AMNAgrimin Ltd,$0.17,0.00%,-10.53%,-12.82%,-55.26%,Materials,52.03M
1159,XTE,XTEXtek Ltd,$0.505,+5.21%,+8.60%,+57.81%,-10.62%,Industrials,51.85M
1160,AR1,AR1Austral Resources Australia Ltd,$0.16,0.00%,0.00%,0.00%,-15.79%,Materials,51.79M
1161,FML,FMLFocus Minerals Ltd,$0.18,0.00%,+9.09%,+5.88%,+33.33%,Materials,51.58M
1162,ANP,ANPAntisense Therapeutics Ltd,$0.057,-3.39%,-3.39%,-16.18%,-33.72%,Health Care,51.39M
1163,KLL,KLLKalium Lakes Ltd,$0.025,0.00%,0.00%,0.00%,-28.57%,Materials,50.79M
1164,FFI,FFIFFI Holdings Ltd,$4.71,0.00%,-8.54%,+1.29%,+13.77%,Consumer Staples,50.68M
1165,TMK,TMKTMK Energy Ltd,$0.01,+25.00%,0.00%,-23.08%,-44.44%,Energy,50.31M
1166,USQ,USQUS Student Housing REIT,$0.90,+13.21%,+13.21%,-8.16%,-9.55%,Real Estate,49.99M
1167,HMY,HMYHarmoney Corp Ltd,$0.49,+1.03%,-2.00%,-10.09%,-22.84%,Financials,49.96M
1168,AHX,AHXApiam Animal Health Ltd,$0.275,+7.84%,-8.33%,-23.61%,-62.33%,Health Care,49.5M
1169,NTI,NTINeurotech International Ltd,$0.056,+7.69%,-9.68%,-18.84%,-35.63%,Health Care,49.41M
1170,IBC,IBCIronbark Capital Ltd,$0.45,0.00%,-2.17%,-4.26%,-6.25%,Financials,49.28M
1171,BOL,BOLBoom Logistics Ltd,$0.115,0.00%,+4.55%,0.00%,-23.33%,Industrials,49.19M
1172,ODA,ODAOrcoda Ltd,$0.29,0.00%,-3.33%,-3.33%,+258.03%,Information Technology,49.06M
1173,VMM,VMMViridis Mining and Minerals Ltd,$1.18,+2.61%,+6.31%,+41.32%,+337.04%,Materials,49.03M
1174,CAN,CANCann Group Ltd,$0.115,+4.55%,0.00%,-4.17%,-50.14%,Health Care,48.99M
1175,BNR,BNRBulletin Resources Ltd,$0.165,+10.00%,+32.00%,+108.86%,+26.92%,Materials,48.44M
1176,PRL,PRLProvince Resources Ltd,$0.041,0.00%,0.00%,0.00%,-48.75%,Materials,48.44M
1177,AVD,AVDAvada Group Ltd,$0.57,0.00%,+3.64%,+10.68%,-32.14%,Industrials,48.41M
1178,RSM,RSMRussell Investments Australian Semi-Government Bond ETF,$18.90,0.00%,+0.27%,-1.00%,+1.67%,Financials,48.33M
1179,JEPI,JEPIJpmorgan EQ Prem Income Active ETF (Managed Fund),$50.28,+0.48%,-0.14%,-0.69%,-0.28%,Financials,48.27M
1180,WAK,WAKWa Kaolin Ltd,$0.12,0.00%,-7.69%,-7.69%,-35.14%,Materials,48.21M
1181,AW1,AW1American West Metals Ltd,$0.13,-3.70%,+18.18%,-3.70%,+4.00%,Materials,48.2M
1182,G1A,G1AGalena Mining Ltd,$0.064,0.00%,-21.95%,-34.69%,-60.00%,Materials,48.16M
1183,WRLD,WRLDBetashares Managed Risk Global Share Fund (Managed Fund),$15.30,0.00%,-0.33%,-2.30%,+5.52%,Financials,48.13M
1184,SB2,SB2Salter Brothers Emerging Companies Ltd,$0.52,0.00%,-0.95%,-14.05%,-25.71%,Financials,48.08M
1185,CY5,CY5CYGNUS Metals Ltd,$0.165,-2.94%,+13.79%,-2.94%,-67.96%,Materials,47.86M
1186,NHE,NHENoble Helium Ltd,$0.185,+2.78%,-13.95%,-5.13%,+23.33%,Energy,47.8M
1187,HIO,HIOHawsons Iron Ltd,$0.052,0.00%,-1.89%,+20.93%,-50.48%,Materials,47.79M
1188,CLDD,CLDDBetashares Cloud Computing ETF,$10.99,+3.58%,+0.55%,-3.17%,+15.32%,Financials,47.55M
1189,LOM,LOMLucapa Diamond Company Ltd,$0.033,-5.71%,-5.71%,0.00%,-35.29%,Materials,47.51M
1190,MEK,MEKMeeka Metals Ltd,$0.04,+14.29%,-4.76%,+5.26%,-32.20%,Materials,47.44M
1191,RFX,RFXRedflow Ltd,$0.20,-2.44%,+8.11%,-6.98%,-42.86%,Industrials,47.37M
1192,BSX,BSXBlackstone Minerals Ltd,$0.10,0.00%,0.00%,-20.00%,-37.50%,Materials,47.37M
1193,PPG,PPGPro-Pac Packaging Ltd,$0.26,-1.89%,-1.89%,-5.46%,-13.33%,Materials,47.24M
1194,MEC,MECMorphic Ethical Equities Fund Ltd,$0.965,0.00%,+1.58%,-3.98%,+3.76%,Financials,47.21M
1195,FGR,FGRFirst Graphene Ltd,$0.077,0.00%,0.00%,+42.59%,-38.40%,Materials,47.03M
1196,RFT,RFTRectifier Technologies Ltd,$0.034,-2.86%,-10.53%,-32.00%,0.00%,Industrials,46.99M
1197,BGD,BGDBarton Gold Holdings Ltd,$0.24,-2.04%,+2.13%,+14.29%,+71.43%,Materials,46.92M
1198,PTX,PTXPrescient Therapeutics Ltd,$0.058,+1.75%,+1.75%,+7.41%,-63.75%,Health Care,46.71M
1199,MVS,MVSVaneck Small Companies Masters ETF,$17.35,+0.99%,+3.46%,-2.03%,-6.27%,Financials,46.68M
1200,EAFZ,EAFZEllerston Asia Growth Fund (Hedge Fund),$6.00,+1.52%,+0.50%,-1.32%,-1.80%,Financials,46.51M
1201,CAF,CAFCentrepoint Alliance Ltd,$0.235,0.00%,+11.91%,-6.00%,-2.08%,Financials,46.5M
1202,NCC,NCCNaos Emerging Opportunities Company Ltd,$0.635,-0.78%,-5.22%,-14.77%,-19.62%,Financials,46.33M
1203,CRR,CRRCritical Resources Ltd,$0.026,+4.00%,-3.70%,-31.58%,-52.73%,Materials,46.22M
1204,AVA,AVAAVA Risk Group Ltd,$0.18,+2.86%,-4.00%,-10.00%,-28.00%,Information Technology,46.04M
1205,NGY,NGYNuenergy Gas Ltd,$0.031,-3.13%,-3.13%,-6.06%,+55.00%,Energy,45.91M
1206,FBM,FBMFuture Battery Minerals Ltd,$0.09,+1.12%,-2.17%,-21.74%,+69.81%,Materials,45.89M
1207,SPQ,SPQSuperior Resources Ltd,$0.025,-3.85%,+8.70%,+4.17%,-58.33%,Materials,45.86M
1208,TAM,TAMTanami Gold NL,$0.039,+14.71%,+11.43%,+5.41%,0.00%,Materials,45.83M
1209,QMIX,QMIXSPDR MSCI World Quality MIX Fund,$26.48,+1.81%,+1.19%,+0.27%,+11.07%,Financials,45.67M
1210,GRV,GRVGreenvale Energy Ltd,$0.105,0.00%,0.00%,+40.00%,+75.00%,Energy,45.44M
1211,CUE,CUECUE Energy Resources Ltd,$0.065,+3.18%,+4.84%,+4.84%,-2.99%,Energy,45.38M
1212,AVC,AVCAuctus Investment Group Ltd,$0.60,-10.45%,-16.67%,-16.67%,-31.82%,Financials,45.32M
1213,POL,POLPolymetals Resources Ltd,$0.30,0.00%,0.00%,-11.77%,+50.00%,Materials,45.3M
1214,TON,TONTriton Minerals Ltd,$0.029,+11.54%,+3.57%,+26.09%,+26.09%,Materials,45.28M
1215,PFG,PFGPrime Financial Group Ltd,$0.22,+4.76%,0.00%,0.00%,-10.20%,Financials,45.18M
1216,HQLT,HQLTBetashares Global Quality Leaders ETF Currency Hedged,$24.43,+1.71%,+4.72%,+1.12%,+21.18%,Financials,44.99M
1217,VMT,VMTVmoto Ltd,$0.155,+3.33%,0.00%,-32.61%,-62.65%,Consumer Discretionary,44.99M
1218,PGL,PGLProspa Group Ltd,$0.275,-11.29%,-5.17%,-19.12%,-59.56%,Financials,44.93M
1219,ETM,ETMEnergy Transition Minerals Ltd,$0.033,-5.71%,-2.94%,-17.50%,-28.26%,Materials,44.74M
1220,LRT,LRTLowell Resources Fund,$1.38,+2.22%,-0.36%,+7.39%,+22.67%,Financials,44.72M
1221,SDV,SDVScidev Ltd,$0.235,0.00%,-2.08%,-20.34%,-11.32%,Materials,44.6M
1222,KAI,KAIKairos Minerals Ltd,$0.017,+6.25%,-15.00%,-19.05%,-35.52%,Materials,44.56M
1223,DNA,DNADonaco International Ltd,$0.036,0.00%,0.00%,-10.00%,-38.98%,Consumer Discretionary,44.47M
1224,MEU,MEUMarmota Ltd,$0.042,+2.44%,+13.51%,+27.27%,-8.70%,Energy,44.47M
1225,HMX,HMXHammer Metals Ltd,$0.05,0.00%,+16.28%,+6.38%,-20.64%,Materials,44.32M
1226,FSI,FSIFlagship Investments Ltd,$1.705,0.00%,0.00%,-3.13%,+0.29%,Financials,44.09M
1227,DVR,DVRDiverger Ltd,$1.17,-2.50%,+10.38%,+9.86%,+17.00%,Financials,44.08M
1228,BBC,BBCBNK Banking Corporation Ltd,$0.37,-2.63%,-1.33%,-6.33%,-40.80%,Financials,43.93M
1229,AIQ,AIQAlternative Investment Trust,$1.38,+1.85%,+1.85%,+2.99%,+20.00%,Financials,43.69M
1230,CZR,CZRCZR Resources Ltd,$0.185,+8.82%,+8.82%,+23.33%,-16.29%,Materials,43.61M
1231,ADX,ADXADX Energy Ltd,$0.12,+2.13%,+4.35%,+44.58%,+100.00%,Energy,43.58M
1232,3DP,3DPPointerra Ltd,$0.061,-3.18%,-30.68%,-31.46%,-70.24%,Information Technology,43.55M
1233,MYG,MYGMayfield Group Holdings Ltd,$0.48,0.00%,0.00%,+5.50%,+33.33%,Industrials,43.47M
1234,FAR,FARFAR Ltd,$0.47,-1.05%,-4.08%,+9.30%,-42.68%,Energy,43.43M
1235,TSI,TSITop Shelf International Holdings Ltd,$0.21,+5.00%,-4.55%,-2.33%,-82.72%,Consumer Staples,43.11M
1236,EDC,EDCEildon Capital Group,$0.88,0.00%,0.00%,-1.68%,+3.53%,Financials,43.05M
1237,KSN,KSNKingston Resources Ltd,$0.086,0.00%,-1.15%,+7.50%,-1.15%,Materials,42.82M
1238,HEUR,HEURBetashares Europe ETF-Currency Hedged,$12.44,+1.72%,+3.93%,-1.03%,+15.40%,Financials,42.76M
1239,ASO,ASOAston Minerals Ltd,$0.033,-1.49%,0.00%,+22.22%,-50.75%,Materials,42.74M
1240,ARV,ARVArtemis Resources Ltd,$0.027,+22.73%,+22.73%,0.00%,-3.57%,Materials,42.59M
1241,BSA,BSABSA Ltd,$0.59,0.00%,-1.67%,-1.67%,+48.99%,Industrials,42.57M
1242,NUGG,NUGGVaneck Gold Bullion ETF,$30.81,+0.10%,-2.50%,+7.28%,+16.13%,Financials,42.52M
1243,MME,MMEMoneyme Ltd,$0.053,0.00%,-17.19%,-20.90%,-85.68%,Financials,42.4M
1244,BBT,BBTBluebet Holdings Ltd,$0.21,+5.00%,+16.67%,0.00%,-52.27%,Consumer Discretionary,42.11M
1245,PSC,PSCProspect Resources Ltd,$0.091,0.00%,+2.25%,+19.74%,-5.21%,Materials,42.07M
1246,LGP,LGPLittle Green Pharma Ltd,$0.14,0.00%,-12.50%,-15.15%,-33.33%,Health Care,42.01M
1247,MFD,MFDMayfield Childcare Ltd,$0.64,+8.48%,-7.91%,-1.54%,-37.86%,Consumer Discretionary,41.8M
1248,SWP,SWPSwoop Holdings Ltd,$0.20,+5.26%,-4.76%,-9.09%,-44.44%,Communication Services,41.64M
1249,ATP,ATPAtlas Pearls Ltd,$0.097,-3.00%,-2.02%,+12.79%,+169.44%,Consumer Discretionary,41.5M
1250,PNM,PNMPacific Nickel Mines Ltd,$0.099,-1.00%,+10.00%,+2.06%,+37.50%,Materials,41.41M
1251,CYM,CYMCyprium Metals Ltd,$0.027,+8.00%,+12.50%,-3.57%,-60.87%,Materials,41.17M
1252,LV1,LV1Live Verdure Ltd,$0.365,0.00%,0.00%,-12.05%,+143.33%,Consumer Staples,40.94M
1253,CCA,CCAChange Financial Ltd,$0.065,0.00%,+1.56%,+14.04%,+25.00%,Financials,40.8M
1254,RZI,RZIRAIZ Invest Ltd,$0.435,0.00%,+4.82%,+11.54%,-20.91%,Financials,40.65M
1255,IMPQ,IMPQPerennial Better Future Fund (Managed Fund),$4.49,+0.67%,+2.51%,-2.60%,-2.81%,Financials,40.49M
1256,PRO,PROProphecy International Holdings Ltd,$0.55,0.00%,-6.78%,-9.09%,-25.68%,Information Technology,40.49M
1257,NAC,NACNaos Ex-50 Opportunities Company Ltd,$0.94,0.00%,+3.30%,-2.08%,+6.82%,Financials,40.45M
1258,QFN,QFNBetashares Australian Financials Sector ETF,$11.70,+0.95%,+2.81%,0.00%,-2.50%,Financials,40.17M
1259,BWX,BWXBWX Ltd,$0.20,0.00%,0.00%,0.00%,-68.25%,Consumer Staples,40M
1260,TGA,TGAThorn Group Ltd,$1.15,-0.43%,+0.88%,+1.32%,-15.44%,Consumer Discretionary,39.98M
1261,LSGE,LSGELoomis Sayles GBL EQ Fund (Quoted Managed Fund),$2.54,+2.42%,+3.25%,-0.78%,+19.25%,Financials,39.94M
1262,AXN,AXNAlliance Nickel Ltd,$0.055,-3.51%,-3.51%,-15.39%,-31.25%,Materials,39.92M
1263,ACW,ACWActinogen Medical Ltd,$0.018,+12.50%,0.00%,-14.29%,-84.38%,Health Care,39.86M
1264,OMA,OMAOmega Oil & Gas Ltd,$0.225,+2.27%,+18.42%,+36.36%,+32.35%,Energy,39.78M
1265,GAS,GASState GAS Ltd,$0.145,0.00%,+3.57%,0.00%,-60.27%,Energy,39.74M
1266,CXM,CXMCentrex Ltd,$0.059,+1.72%,-6.35%,-21.33%,-57.86%,Materials,39.59M
1267,ESK,ESKEtherstack Plc,$0.30,+15.39%,+36.36%,+15.39%,-36.84%,Information Technology,39.57M
1268,WZR,WZRWisr LtdSPONSORED,$0.029,+7.41%,+3.57%,-9.38%,-51.67%,Financials,39.5M
1269,ATV,ATVActiveport Group Ltd,$0.125,-3.85%,+13.64%,0.00%,+92.31%,Information Technology,39.46M
1270,INF,INFInfinity Lithium Corporation Ltd,$0.085,+1.19%,+4.94%,+1.19%,-58.54%,Materials,39.32M
1271,WSP,WSPWhispir Ltd,$0.30,0.00%,0.00%,-6.25%,-30.23%,Information Technology,39.29M
1272,BNZ,BNZBENZ Mining Corp,$0.35,-11.39%,+2.94%,-14.63%,-30.00%,Materials,39.11M
1273,ICI,ICIIcandy Interactive Ltd,$0.029,-3.33%,0.00%,-19.44%,-58.57%,Communication Services,38.92M
1274,SWF,SWFSelfwealth Ltd,$0.165,+6.45%,-5.71%,+10.00%,-21.43%,Financials,38.86M
1275,RHY,RHYRHYTHM Biosciences Ltd,$0.175,-5.41%,+2.94%,-44.44%,-86.17%,Health Care,38.7M
1276,LLI,LLILoyal Lithium Ltd,$0.475,+5.56%,0.00%,-29.63%,-17.39%,Materials,38.68M
1277,PNC,PNCPioneer Credit Ltd,$0.345,+1.47%,+1.47%,0.00%,+2.99%,Financials,38.62M
1278,IVX,IVXInvion Ltd,$0.006,0.00%,+20.00%,+20.00%,-40.00%,Health Care,38.53M
1279,KYP,KYPKinatico Ltd,$0.092,0.00%,0.00%,-5.16%,-7.07%,Information Technology,38.51M
1280,DGH,DGHDesane Group Holdings Ltd,$0.94,0.00%,-3.59%,-3.59%,+4.44%,Real Estate,38.46M
1281,RR1,RR1Reach Resources Ltd,$0.012,-4.00%,0.00%,-14.29%,+166.67%,Materials,38.4M
1282,BNL,BNLBlue Star Helium Ltd,$0.02,-4.76%,0.00%,-25.93%,-42.86%,Energy,38.39M
1283,MYE,MYEMetarock Group Ltd,$0.125,0.00%,0.00%,+8.70%,-26.47%,Materials,38.26M
1284,HGEN,HGENGlobal X Hydrogen ETF,$5.21,+5.25%,+3.17%,-11.40%,-27.44%,Financials,38.14M
1285,REY,REYREY Resources Ltd,$0.18,0.00%,0.00%,0.00%,+50.00%,Energy,38.11M
1286,SGQ,SGQST George Mining Ltd,$0.045,0.00%,+9.76%,+18.42%,-37.50%,Materials,38.1M
1287,BNKS,BNKSBetashares Global Banks ETF - Currency Hedged,$5.99,+2.04%,+3.81%,-1.64%,+0.84%,Financials,38M
1288,LIT,LITLithium Australia Ltd,$0.031,0.00%,0.00%,-6.06%,-38.00%,Industrials,37.89M
1289,TWER,TWERTreasury Wine Estates Ltd,$0.495,0.00%,0.00%,0.00%,0.00%,N/A,37.81M
1290,E200,E200SPDR S&P/ASX 200 Esg Fund,$22.34,+1.18%,+2.71%,-0.58%,+1.32%,Financials,37.77M
1291,MKAX,MKAXMontaka Global Extension Fund (Quoted Managed Hedge Fund),$2.74,+0.74%,+3.40%,-0.73%,+21.24%,Financials,37.59M
1292,HRN,HRNHorizon Gold Ltd,$0.30,0.00%,-1.64%,-8.37%,-8.37%,Materials,37.55M
1293,KAT,KATKatana Capital Ltd,$1.13,0.00%,-1.74%,+2.73%,+4.63%,Financials,37.36M
1294,AKG,AKGAcademies Australasia Group Ltd,$0.28,0.00%,-6.67%,-9.68%,-31.71%,Consumer Discretionary,37.13M
1295,NRZ,NRZNeurizer Ltd,$0.029,+7.41%,-9.38%,-21.62%,-73.64%,Materials,37.03M
1296,CTP,CTPCentral Petroleum Ltd,$0.05,+8.70%,+4.17%,-1.96%,-41.18%,Energy,37M
1297,KRM,KRMKingsrose Mining Ltd,$0.049,-2.00%,-2.00%,+2.08%,-10.91%,Materials,36.87M
1298,ST1,ST1Spirit Technology Solutions Ltd,$0.05,+2.04%,0.00%,+13.64%,-12.28%,Communication Services,36.85M
1299,DGGF,DGGFBetashares Ethical Diversified Growth ETF,$23.95,+1.92%,+1.83%,-0.79%,+3.59%,Financials,36.54M
1300,BOND,BONDSPDR S&P/ASX Australian Bond Fund,$23.52,+0.38%,+0.60%,-1.05%,+0.09%,Financials,36.4M
1301,TNC,TNCTrue North Copper Ltd,$0.14,-3.45%,-3.45%,-24.32%,+164.15%,Materials,36.38M
1302,LDX,LDXLumos Diagnostics Holdings Ltd,$0.082,+10.81%,+5.13%,-14.58%,+74.47%,Health Care,36.36M
1303,RMY,RMYRma Global Ltd,$0.065,0.00%,0.00%,-19.75%,-49.92%,Communication Services,36.27M
1304,OAU,OAUOra Gold Ltd,$0.008,+7.14%,+7.14%,-6.25%,+50.00%,Materials,35.92M
1305,VRS,VRSVeris Ltd,$0.07,+2.94%,+7.69%,-5.41%,-14.63%,Industrials,35.9M
1306,SZL,SZLSezzle Inc,$15.75,+5.63%,-2.60%,-21.05%,-18.73%,Financials,35.86M
1307,AFA,AFAAsf Group Ltd,$0.045,0.00%,0.00%,-13.46%,-11.77%,Financials,35.66M
1308,IDA,IDAIndiana Resources Ltd,$0.058,+16.00%,+20.83%,-6.45%,+1.75%,Materials,35.52M
1309,MPX,MPXMustera Property Group Ltd,$0.245,0.00%,0.00%,-2.00%,-14.04%,Real Estate,35.34M
1310,GOAT,GOATVaneck Morningstar International Wide Moat ETF,$24.28,+2.19%,+0.83%,-3.57%,+4.39%,Financials,35.32M
1311,ZNC,ZNCZenith Minerals Ltd,$0.10,-16.67%,+9.89%,-13.04%,-64.29%,Materials,35.24M
1312,RTH,RTHRas Technology Holdings Ltd,$0.775,-3.73%,-6.63%,-8.82%,+29.17%,Industrials,35.23M
1313,BUX,BUXBuxton Resources Ltd,$0.205,0.00%,-2.38%,-2.38%,+105.00%,Materials,35.11M
1314,92E,92E92 Energy Ltd,$0.33,-2.94%,-5.71%,-2.94%,-39.45%,Energy,35.1M
1315,AV1,AV1Adveritas Ltd,$0.053,+8.16%,+12.77%,0.00%,-39.77%,Information Technology,35.09M
1316,RLT,RLTRenergen Ltd,$1.155,0.00%,-5.71%,-18.95%,-52.86%,Energy,35.03M
1317,CAMG,CAMGClime Capital Ltd,$0.975,+0.21%,+0.31%,+0.10%,-0.51%,N/A,34.55M
1318,AKM,AKMAspire Mining Ltd,$0.068,+3.03%,-11.69%,-20.93%,-18.56%,Materials,34.52M
1319,SOR,SORStrategic Elements Ltd,$0.077,+4.05%,0.00%,-16.30%,-45.00%,Financials,34.41M
1320,LEX,LEXLefroy Exploration Ltd,$0.175,+2.94%,0.00%,0.00%,-37.50%,Materials,34.35M
1321,STG,STGStraker Ltd,$0.505,-4.72%,+5.21%,-2.89%,-56.65%,Industrials,34.26M
1322,AGN,AGNArgenica Therapeutics Ltd,$0.345,+11.29%,+2.99%,-9.21%,-45.24%,Health Care,34.21M
1323,NC1,NC1Nico Resources Ltd,$0.325,+1.56%,+6.56%,-22.62%,-37.37%,Materials,34.09M
1324,1MC,1MCMorella Corporation Ltd,$0.006,+10.00%,+10.00%,-21.43%,-72.50%,Materials,33.76M
1325,CMP,CMPCompumedics Ltd,$0.19,+11.77%,+18.75%,+2.70%,-17.39%,Health Care,33.66M
1326,SUH,SUHSouthern Hemisphere Mining Ltd,$0.057,+9.62%,+62.86%,+128.00%,+226.50%,Materials,33.66M
1327,FGH,FGHForesta Group Holdings Ltd,$0.015,+7.14%,-6.25%,-6.25%,+15.39%,Materials,33.59M
1328,EME,EMEEnergy Metals Ltd,$0.16,0.00%,0.00%,-27.27%,+3.23%,Energy,33.55M
1329,TOU,TOUTlou Energy Ltd,$0.032,0.00%,0.00%,+14.29%,+23.08%,Energy,33.41M
1330,TBA,TBATombola Gold Ltd,$0.026,0.00%,0.00%,0.00%,-13.33%,Materials,33.13M
1331,SOC,SOCSoco Corporation Ltd,$0.24,-2.04%,-9.43%,-21.31%,+20.00%,Information Technology,33.11M
1332,SPX,SPXSpenda Ltd,$0.009,-10.00%,-25.00%,0.00%,-21.74%,Information Technology,33.1M
1333,GOVT,GOVTSPDR S&P/ASX Australian Government Bond Fund,$22.78,+0.40%,+0.75%,-1.26%,-1.94%,Financials,33.08M
1334,WRK,WRKWRKR Ltd,$0.026,0.00%,0.00%,-7.14%,+13.04%,Information Technology,33.06M
1335,FYI,FYIFYI Resources Ltd,$0.09,+12.50%,+12.50%,+28.57%,-35.71%,Materials,32.99M
1336,AME,AMEAlto Metals Ltd,$0.046,+2.22%,0.00%,0.00%,-31.34%,Materials,32.85M
1337,AR9,AR9Archtis Ltd,$0.115,+9.52%,+15.00%,+4.55%,-17.86%,Information Technology,32.84M
1338,FSG,FSGField Solutions Holdings Ltd,$0.043,-12.25%,-12.25%,-12.25%,-59.05%,Communication Services,32.84M
1339,RVT,RVTRichmond Vanadium Technology Ltd,$0.38,0.00%,+2.70%,-1.30%,-5.00%,Materials,32.76M
1340,ERM,ERMEmmerson Resources Ltd,$0.06,+3.45%,0.00%,0.00%,-16.67%,Materials,32.68M
1341,VR1,VR1Vection Technologies Ltd,$0.029,+3.57%,-20.55%,-21.62%,-45.28%,Information Technology,32.67M
1342,WWI,WWIWest Wits Mining Ltd,$0.014,+7.69%,-6.67%,-6.67%,-17.65%,Materials,32.5M
1343,EYE,EYENova EYE Medical Ltd,$0.17,-2.86%,-17.07%,-26.09%,-37.04%,Health Care,32.41M
1344,GBE,GBEGlobe Metals & Mining Ltd,$0.048,0.00%,0.00%,+26.32%,-37.05%,Materials,32.27M
1345,NOX,NOXNoxopharm Ltd,$0.11,-12.00%,+14.58%,+161.91%,-26.67%,Health Care,32.15M
1346,MBH,MBHMaggie Beer Holdings Ltd,$0.091,+9.64%,+2.25%,-20.87%,-65.00%,Consumer Staples,32.07M
1347,CURE,CUREGlobal X S&P Biotech ETF,$36.20,0.00%,+0.95%,-7.06%,-17.45%,Financials,32M
1348,DEM,DEMDe.Mem Ltd,$0.13,0.00%,+4.00%,-10.35%,+8.33%,Utilities,31.89M
1349,ROG,ROGRed Sky Energy Ltd,$0.006,+20.00%,+9.09%,+20.00%,+9.09%,Energy,31.81M
1350,EIGA,EIGAPerennial Income Generator Fund (Managed Fund),$3.56,+0.28%,+2.01%,-1.39%,-0.28%,Financials,31.75M
1351,CTE,CTECryosite Ltd,$0.65,0.00%,+0.78%,0.00%,-1.52%,Health Care,31.73M
1352,BWF,BWFBlackwall Ltd,$0.47,+6.82%,+4.44%,-7.84%,-24.19%,Financials,31.72M
1353,LPM,LPMLithium Plus Minerals Ltd,$0.48,0.00%,+10.35%,-3.03%,-17.95%,Materials,31.67M
1354,XF1,XF1Xref Ltd,$0.17,0.00%,0.00%,-15.00%,-46.88%,Information Technology,31.65M
1355,IPT,IPTImpact Minerals LtdSPONSORED,$0.011,+10.00%,+10.00%,-12.00%,+69.23%,Materials,31.51M
1356,RTG,RTGRTG Mining Inc,$0.029,0.00%,0.00%,-17.14%,-44.23%,Materials,31.49M
1357,BLU,BLUBlue Energy Ltd,$0.017,0.00%,+21.43%,+30.77%,-69.64%,Energy,31.47M
1358,MPA,MPAMad Paws Holdings Ltd,$0.088,0.00%,-5.38%,-3.30%,-26.67%,Consumer Discretionary,31.33M
1359,CCE,CCECarnegie Clean Energy Ltd,$0.002,+33.33%,0.00%,+100.00%,0.00%,Utilities,31.29M
1360,HAW,HAWHawthorn Resources Ltd,$0.093,-6.06%,-2.11%,+1.09%,+10.71%,Materials,31.16M
1361,GRE,GREGreentech Metals Ltd,$0.545,+32.93%,+60.29%,+32.93%,+289.29%,Materials,30.97M
1362,GBR,GBRGreat Boulder Resources Ltd,$0.061,+1.67%,-7.58%,+12.96%,-32.97%,Materials,30.97M
1363,ASW,ASWAdvanced Share Registry Ltd,$0.16,0.00%,0.00%,0.00%,-15.79%,Financials,30.95M
1364,DCC,DCCDigitalx Ltd,$0.041,-2.38%,+7.90%,+34.43%,+36.67%,Information Technology,30.57M
1365,NOU,NOUNoumi Ltd,$0.11,+4.76%,+10.00%,-24.14%,-31.25%,Consumer Staples,30.48M
1366,NOV,NOVNovatti Group Ltd,$0.09,+3.45%,-3.23%,-4.26%,-51.35%,Information Technology,30.48M
1367,DDB,DDBDynamic Group Holdings Ltd,$0.22,-2.22%,-13.73%,-10.20%,-29.03%,Industrials,30.41M
1368,QEM,QEMQEM Ltd,$0.20,+2.56%,+5.26%,+5.26%,+2.56%,Materials,30.28M
1369,GCAP,GCAPVaneck Bentham GL Cap Se Active ETF (Managed Fund),$8.27,+0.49%,+0.24%,-0.72%,-5.38%,Financials,30.24M
1370,TI1,TI1Tombador Iron Ltd,$0.014,0.00%,0.00%,-22.22%,-30.00%,Materials,30.22M
1371,BCOM,BCOMGlobal X Bloomberg Commodity ETF (Synthetic),$10.86,+0.65%,-1.99%,+0.84%,+7.53%,Financials,30.21M
1372,SOV,SOVSovereign Cloud Holdings Ltd,$0.089,0.00%,-8.25%,-15.24%,-38.15%,Information Technology,30.21M
1373,PWN,PWNParkway Corporate Ltd,$0.012,+9.09%,+9.09%,-7.69%,+50.00%,Materials,30.16M
1374,AR3,AR3Australian Rare EARTHS Ltd,$0.195,+2.63%,+2.63%,-15.22%,-43.48%,Materials,30.06M
1375,JAT,JATJatcorp Ltd,$0.36,-2.70%,0.00%,+16.13%,+9.09%,Consumer Discretionary,29.98M
1376,IOU,IOUIoupay Ltd,$0.041,0.00%,0.00%,0.00%,-22.64%,Communication Services,29.91M
1377,RRR,RRRRevolver Resources Holdings Ltd,$0.115,-4.17%,-8.00%,+15.00%,-58.93%,Materials,29.86M
